UN-Nummer;Benennung und Beschreibung;Klasse;Klassifizierungscode;Verpackungsgruppe;Gefahrzettel;Sondervorschriften;Begrenzte und freigestellte Mengen A;Begrenzte und freigestellte Mengen B;Verpackung_Anweisungen;Verpackung_Sondervorschriften;Verpackung_Zusammenpackung;Tank_Anweisungen;Tank_Sondervorschriften;ADR-Tanks_Tankcodierung;ADR-Tanks_Sondervorschriften;Fahrzeug_Befoerderung_Tanks;Befoerderungskategorie;Sondervorschriften_Versandstuecke;Sondervorschriften_SchuettGut;Sondervorschriften_Handhabung;Sondervorschriften_Betrieb;Nummer_Gefahr
0214;TRINITROBENZEN, trocken oder angefeuchtet mit weniger als 30 Masse-% Wasser;1;1.1D;-;1;-;0;E0;P112a P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0215;TRINITROBENZOESÄURE, trocken oder angefeuchtet mit weniger als 30 Masse-% Wasser;1;1.1D;-;1;-;0;E0;P112a P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0216;TRINITRO-m-CRESOL;1;1.1D;-;1;-;0;E0;P112b P112c;PP26;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0217;TRINITRONAPHTHALEN;1;1.1D;-;1;-;0;E0;P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0218;TRINITROPHENETOL;1;1.1D;-;1;-;0;E0;P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0219;TRINITRORESORCINOL (STYPHNINSÄURE), trocken oder angefeuchtet mit weniger als 20 Masse-% Wasser oder einer Alkohol/Wasser-;1;1.1D;-;1;-;0;E0;P112a P112b P112c;PP26;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0220;HARNSTOFFNITRAT, trocken oder angefeuchtet mit weniger als 20 Masse-% Wasser;1;1.1D;-;1;-;0;E0;P112a P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0221;GEFECHTSKÖPFE, TORPEDO, mit Sprengladung;1;1.1D;-;1;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0222;AMMONIUMNITRAT;1;1.1D;-;1;370;0;E0;P112b P112c IBC100;PP47 B3 B17;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0224;BARIUMAZID, trocken oder angefeuchtet mit weniger als 50 Masse-% Wasser;1;1.1A;-;1+6.1;-;0;E0;P110b;PP42;MP20;-;-;-;-;-;0 (B);V2 V3;-;CV1 CV2 CV3 CV28;S1;-
0225;ZÜNDVERSTÄRKER, MIT DETONATOR;1;1.1B;-;1;-;0;E0;P133;PP69;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0226;CYCLOTETRAMETHYLENTETRANITRAMIN (HMX) (OKTOGEN), ANGEFEUCHTET mit mindestens 15 Masse-% Wasser;1;1.1D;-;1;266;0;E0;P112a;PP45;MP20;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0234;NATRIUMDINITROORTHOCRESOLAT, trocken oder angefeuchtet mit weniger als 15 Masse-% Wasser;1;1.3C;-;1;-;0;E0;P114a P114b;PP26;MP20;-;-;-;-;-;1 (C5000D);V2 V3;-;CV1 CV2 CV3;S1;-
0235;NATRIUMPIKRAMAT, trocken oder angefeuchtet mit weniger als 20 Masse-% Wasser;1;1.3C;-;1;-;0;E0;P114a P114b;PP26;MP20;-;-;-;-;-;1 (C5000D);V2 V3;-;CV1 CV2 CV3;S1;-
0236;ZIRKONIUMPIKRAMAT, trocken oder angefeuchtet mit weniger als 20 Masse-% Wasser;1;1.3C;-;1;-;0;E0;P114a P114b;PP26;MP20;-;-;-;-;-;1 (C5000D);V2 V3;-;CV1 CV2 CV3;S1;-
0237;SCHNEIDLADUNG, BIEGSAM, GESTRECKT;1;1.4D;-;1.4;-;0;E0;P138;-;MP21;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0238;RAKETEN, LEINENWURF;1;1.2G;-;1;-;0;E0;P130 LP101;-;MP23 MP24;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0240;RAKETEN, LEINENWURF;1;1.3G;-;1;-;0;E0;P130 LP101;-;MP23 MP24;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0241;SPRENGSTOFF, TYP E;1;1.1D;-;1;617;0;E0;P116 IBC100;PP61 PP62 B10;MP20;-;-;-;-;-;1 (B1000C);V2 V12;-;CV1 CV2 CV3;S1;-
0242;TREIBLADUNGEN FÜR GESCHÜTZE;1;1.3C;-;1;-;0;E0;P130 LP101;-;MP22;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0243;MUNITION, BRAND, WEISSER PHOSPHOR, mit Zerleger, Ausstoss- oder Treibladung;1;1.2H;-;1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0244;MUNITION, BRAND, WEISSER PHOSPHOR, mit Zerleger, Ausstoss- oder Treibladung;1;1.3H;-;1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;1 (C);V2;-;CV1 CV2 CV3;S1;-
0245;MUNITION, NEBEL, WEISSER PHOSPHOR, mit Zerleger, Ausstoss- oder Treibladung;1;1.2H;-;1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0246;MUNITION, NEBEL, WEISSER PHOSPHOR, mit Zerleger, Ausstoss- oder Treibladung;1;1.3H;-;1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;1 (C);V2;-;CV1 CV2 CV3;S1;-
0247;MUNITION, BRAND, mit flüssigem oder geliertem Brandstoff, mit Zerleger, Ausstoss- oder Treibladung;1;1.3J;-;1;-;0;E0;P101;-;MP23;-;-;-;-;-;1 (C);V2;-;CV1 CV2 CV3;S1;-
0248;VORRICHTUNGEN, DURCH WASSER AKTIVIERBAR, mit Zerleger, Ausstoss- oder Treibladung;1;1.2L;-;1;274;0;E0;P144;PP77;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0249;VORRICHTUNGEN, DURCH WASSER AKTIVIERBAR, mit Zerleger, Ausstoss- oder Treibladung;1;1.3L;-;1;274;0;E0;P144;PP77;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0250;RAKETENTRIEBWERKE MIT HYPERGOLEN, mit oder ohne Ausstossladung;1;1.3L;-;1;-;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0254;MUNITION, LEUCHT, mit oder ohne Zerleger, Ausstoss- oder Treibladung;1;1.3G;-;1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0255;SPRENGKAPSELN, ELEKTRISCH;1;1.4B;-;1.4;-;0;E0;P131;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0257;ZÜNDER, SPRENGKRÄFTIG;1;1.4B;-;1.4;-;0;E0;P141;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0266;OKTOLIT (OCTOL), trocken oder angefeuchtet mit weniger als 15 Masse-% Wasser;1;1.1D;-;1;-;0;E0;P112a P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0267;SPRENGKAPSELN, NICHT ELEKTRISCH;1;1.4B;-;1.4;-;0;E0;P131;PP68;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0268;ZÜNDVERSTÄRKER, MIT DETONATOR;1;1.2B;-;1;-;0;E0;P133;PP69;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0271;TREIBSÄTZE;1;1.1C;-;1;-;0;E0;P143;PP76;MP22;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0272;TREIBSÄTZE;1;1.3C;-;1;-;0;E0;P143;PP76;MP22;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0275;KARTUSCHEN FÜR TECHNISCHE ZWECKE;1;1.3C;-;1;-;0;E0;P134 LP102;-;MP22;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0276;KARTUSCHEN FÜR TECHNISCHE ZWECKE;1;1.4C;-;1.4;-;0;E0;P134 LP102;-;MP22;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0277;KARTUSCHEN, ERDÖLBOHRLOCH;1;1.3C;-;1;-;0;E0;P134 LP102;-;MP22;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0278;KARTUSCHEN, ERDÖLBOHRLOCH;1;1.4C;-;1.4;-;0;E0;P134 LP102;-;MP22;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0279;TREIBLADUNGEN FÜR GESCHÜTZE;1;1.1C;-;1;-;0;E0;P130 LP101;-;MP22;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0280;RAKETENMOTOREN;1;1.1C;-;1;-;0;E0;P130 LP101;PP67 L1;MP22;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0281;RAKETENMOTOREN;1;1.2C;-;1;-;0;E0;P130 LP101;PP67 L1;MP22;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0282;NITROGUANIDIN (PICRIT), trocken oder angefeuchtet mit weniger als 20 Masse-% Wasser;1;1.1D;-;1;-;0;E0;P112a P112b P112c;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0283;ZÜNDVERSTÄRKER, ohne Detonator;1;1.2D;-;1;-;0;E0;P132a P132b;-;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0284;GRANATEN, Hand oder Gewehr, mit Sprengladung;1;1.1D;-;1;-;0;E0;P141;-;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0285;GRANATEN, Hand oder Gewehr, mit Sprengladung;1;1.2D;-;1;-;0;E0;P141;-;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0286;GEFECHTSKÖPFE, RAKETE, mit Sprengladung;1;1.1D;-;1;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0287;GEFECHTSKÖPFE, RAKETE, mit Sprengladung;1;1.2D;-;1;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0288;SCHNEIDLADUNG, BIEGSAM, GESTRECKT;1;1.1D;-;1;-;0;E0;P138;-;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0289;SPRENGSCHNUR, biegsam;1;1.4D;-;1.4;-;0;E0;P139;PP71 PP72;MP21;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0290;SPRENGSCHNUR, mit Metallmantel;1;1.1D;-;1;-;0;E0;P139;PP71;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0291;BOMBEN, mit Sprengladung;1;1.2F;-;1;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0292;GRANATEN, Hand oder Gewehr, mit Sprengladung;1;1.1F;-;1;-;0;E0;P141;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0293;GRANATEN, Hand oder Gewehr, mit Sprengladung;1;1.2F;-;1;-;0;E0;P141;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0294;MINEN, mit Sprengladung;1;1.2F;-;1;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0295;RAKETEN, mit Sprengladung;1;1.2F;-;1;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0296;FALLLOTE, MIT EXPLOSIVSTOFF;1;1.1F;-;1;-;0;E0;P134 LP102;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0297;MUNITION, LEUCHT, mit oder ohne Zerleger, Ausstoss- oder Treibladung;1;1.4G;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0299;BOMBEN, BLITZLICHT;1;1.3G;-;1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0300;MUNITION, BRAND, mit oder ohne Zerleger, Ausstoss- oder Treibladung;1;1.4G;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0301;MUNITION, AUGENREIZSTOFF, mit Zerleger, Ausstoss- oder Treibladung;1;1.4G;-;1.4+ 6.1+8;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3 CV28;S1;-
0303;MUNITION, NEBEL, mit oder ohne Zerleger, Ausstoss- oder Treibladung;1;1.4G;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0303;MUNITION, NEBEL, mit oder ohne Zerleger, Ausstoss- oder Treibladung, mit ätzenden Stoffen;1;1.4G;-;1.4+8;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0303;MUNITION, NEBEL, mit oder ohne Zerleger, Ausstoss- oder Treibladung, mit beim Einatmen giftigen Stoffen;1;1.4G;-;1.4+ 6.1;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3 CV28;S1;-
0305;BLITZLICHTPULVER;1;1.3G;-;1;-;0;E0;P113;PP49;MP20;-;-;-;-;-;1 (C5000D);V2 V3;-;CV1 CV2 CV3;S1;-
0306;LEUCHTSPURKÖRPER FÜR MUNITION;1;1.4G;-;1.4;-;0;E0;P133;PP69;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0312;PATRONEN, SIGNAL;1;1.4G;-;1.4;-;0;E0;P135;-;MP23 MP24;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0313;SIGNALKÖRPER, RAUCH;1;1.2G;-;1;-;0;E0;P135;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0314;ANZÜNDER;1;1.2G;-;1;-;0;E0;P142;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0315;ANZÜNDER;1;1.3G;-;1;-;0;E0;P142;-;MP23;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0316;ZÜNDER, NICHT SPRENGKRÄFTIG;1;1.3G;-;1;-;0;E0;P141;-;MP23;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0317;ZÜNDER, NICHT SPRENGKRÄFTIG;1;1.4G;-;1.4;-;0;E0;P141;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0318;GRANATEN, ÜBUNG, Hand oder Gewehr;1;1.3G;-;1;-;0;E0;P141;-;MP23;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0319;TREIBLADUNGSANZÜNDER;1;1.3G;-;1;-;0;E0;P133;-;MP23;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0320;TREIBLADUNGSANZÜNDER;1;1.4G;-;1.4;-;0;E0;P133;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0321;PATRONEN FÜR WAFFEN, mit Sprengladung;1;1.2E;-;1;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0322;RAKETENTRIEBWERKE, MIT HYPERGOLEN, mit oder ohne Ausstossladung;1;1.2L;-;1;-;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0323;KARTUSCHEN FÜR TECHNISCHE ZWECKE;1;1.4S;-;1.4;347;0;E0;P134 LP102;-;MP23;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0324;GESCHOSSE, mit Sprengladung;1;1.2F;-;1;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0325;ANZÜNDER;1;1.4G;-;1.4;-;0;E0;P142;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0326;PATRONEN FÜR WAFFEN, MANÖVER;1;1.1C;-;1;-;0;E0;P130 LP101;-;MP22;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0327;PATRONEN FÜR WAFFEN, MANÖVER oder PATRONEN FÜR HANDFEUERWAFFEN, MANÖVER;1;1.3C;-;1;-;0;E0;P130 LP101;-;MP22;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0328;PATRONEN FÜR WAFFEN, MIT INERTEM GESCHOSS;1;1.2C;-;1;-;0;E0;P130 LP101;PP67 L1;MP22;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0329;TORPEDOS, mit Sprengladung;1;1.1E;-;1;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0330;TORPEDOS, mit Sprengladung;1;1.1F;-;1;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0331;SPRENGSTOFF, TYP B;1;1.5D;-;1.5;617;0;E0;P116 IBC100;PP61 PP62 PP64;MP20;T1;TP1 TP17 TP32;S2,65AN(+);TU3 TU12 TU41 TC8 TA1 TA5;EX/III;1 (B1000C);V2 V12;-;CV1 CV2 CV3;S1;1.5D
0332;SPRENGSTOFF, TYP E;1;1.5D;-;1.5;617;0;E0;P116 IBC100;PP61 PP62;MP20;T1;TP1 TP17 TP32;-;-;EX/III;1 (B1000C);V2 V12;-;CV1 CV2 CV3;S1;1.5D
0333;FEUERWERKSKÖRPER;1;1.1G;-;1;645;0;E0;P135;-;MP23 MP24;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0334;FEUERWERKSKÖRPER;1;1.2G;-;1;645;0;E0;P135;-;MP23 MP24;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0335;FEUERWERKSKÖRPER;1;1.3G;-;1;645;0;E0;P135;-;MP23 MP24;-;-;-;-;-;1 (C5000D);V2 V3;-;CV1 CV2 CV3;S1;-
0336;FEUERWERKSKÖRPER;1;1.4G;-;1.4;645 651;0;E0;P135;-;MP23 MP24;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0337;FEUERWERKSKÖRPER;1;1.4S;-;1.4;645;0;E0;P135;-;MP23 MP24;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0338;PATRONEN FÜR WAFFEN, MANÖVER oder PATRONEN FÜR HANDFEUERWAFFEN, MANÖVER;1;1.4C;-;1.4;-;0;E0;P130 LP101;-;MP22;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0339;PATRONEN FÜR WAFFEN MIT INERTEM GESCHOSS oder PATRONEN FÜR HANDFEUERWAFFEN;1;1.4C;-;1.4;-;0;E0;P130 LP101;-;MP22;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0340;NITROCELLULOSE, trocken oder angefeuchtet mit weniger als 25 Masse-% Wasser (oder Alkohol);1;1.1D;-;1;393;0;E0;P112a P112b;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0341;NITROCELLULOSE, nicht behandelt oder plastifiziert mit weniger als 18 Masse-% Plastifizierungsmittel;1;1.1D;-;1;393;0;E0;P112b;-;MP20;-;-;-;-;-;1 (B1000C);V2 V3;-;CV1 CV2 CV3;S1;-
0342;NITROCELLULOSE, ANGEFEUCHTET mit mindestens 25 Masse-% Alkohol;1;1.3C;-;1;105 393;0;E0;P114a;PP43;MP20;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0343;NITROCELLULOSE, PLASTIFIZIERT, mit mindestens 18 Masse-% Plastifizierungsmittel;1;1.3C;-;1;105 393;0;E0;P111;-;MP20;-;-;-;-;-;1 (C5000D);V2;-;CV1 CV2 CV3;S1;-
0344;GESCHOSSE, mit Sprengladung;1;1.4D;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0345;GESCHOSSE, inert, mit Leuchtspurmitteln;1;1.4S;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0346;GESCHOSSE, mit Zerleger oder Ausstossladung;1;1.2D;-;1;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0347;GESCHOSSE, mit Zerleger oder Ausstossladung;1;1.4D;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0348;PATRONEN FÜR WAFFEN, mit Sprengladung;1;1.4F;-;1.4;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0349;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.4S;-;1.4;178 274 347;0;E0;P101;-;MP2;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0350;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.4B;-;1.4;178 274;0;E0;P101;-;MP2;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0351;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.4C;-;1.4;178 274;0;E0;P101;-;MP2;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0352;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.4D;-;1.4;178 274;0;E0;P101;-;MP2;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0353;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.4G;-;1.4;178 274;0;E0;P101;-;MP2;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0354;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.1L;-;1;178 274;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0355;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.2L;-;1;178 274;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0356;GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.;1;1.3L;-;1;178 274;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0357;EXPLOSIVE STOFFE, N.A.G.;1;1.1L;-;1;178 274;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0358;EXPLOSIVE STOFFE, N.A.G.;1;1.2L;-;1;178 274;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0359;EXPLOSIVE STOFFE, N.A.G.;1;1.3L;-;1;178 274;0;E0;P101;-;MP1;-;-;-;-;-;0 (B);V2;-;CV1 CV2 CV3 CV4;S1;-
0360;ZÜNDEINRICHTUNGEN für Sprengungen, NICHT ELEKTRISCH;1;1.1B;-;1;-;0;E0;P131;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0361;ZÜNDEINRICHTUNGEN für Sprengungen, NICHT ELEKTRISCH;1;1.4B;-;1.4;-;0;E0;P131;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0362;MUNITION, ÜBUNG;1;1.4G;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0363;MUNITION, PRÜF;1;1.4G;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0364;DETONATOREN FÜR MUNITION;1;1.2B;-;1;-;0;E0;P133;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0365;DETONATOREN FÜR MUNITION;1;1.4B;-;1.4;-;0;E0;P133;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0366;DETONATOREN FÜR MUNITION;1;1.4S;-;1.4;347;0;E0;P133;-;MP23;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0367;ZÜNDER, SPRENGKRÄFTIG;1;1.4S;-;1.4;347;0;E0;P141;-;MP23;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0368;ZÜNDER, NICHT SPRENGKRÄFTIG;1;1.4S;-;1.4;-;0;E0;P141;-;MP23;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0369;GEFECHTSKÖPFE, RAKETE, mit Sprengladung;1;1.1F;-;1;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0370;GEFECHTSKÖPFE, RAKETE, mit Zerleger oder Ausstossladung;1;1.4D;-;1.4;-;0;E0;P130 LP101;PP67 L1;MP21;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0371;GEFECHTSKÖPFE, RAKETE, mit Zerleger oder Ausstossladung;1;1.4F;-;1.4;-;0;E0;P130 LP101;-;MP23;-;-;-;-;-;2 (E);V2;-;CV1 CV2 CV3;S1;-
0372;GRANATEN, ÜBUNG, Hand oder Gewehr;1;1.2G;-;1;-;0;E0;P141;-;MP23;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
0373;SIGNALKÖRPER, HAND;1;1.4S;-;1.4;-;0;E0;P135;-;MP23 MP24;-;-;-;-;-;4 (E);-;-;CV1 CV2 CV3;S1;-
0374;FALLLOTE, MIT EXPLOSIVSTOFF;1;1.1D;-;1;-;0;E0;P134 LP102;-;MP21;-;-;-;-;-;1 (B1000C);V2;-;CV1 CV2 CV3;S1;-
